Geneid	0_R1	0_R2	10_R1	10_R2	35_R1	35_R2	Entity	Symbol	mean_counts
gene-PA2334	5	0	1	1	0	0	host	gene-PA2334	1.1666666666666667
gene-PA3973	4	5	0	0	1	1	host	gene-PA3973	1.8333333333333333
gene-PA5266	26	9	6	7	11	9	host	gene-PA5266	11.333333333333334
gene-PA2316	10	1	0	0	0	0	host	gene-PA2316	1.8333333333333333
gene-PHIKZ110	2	2	195	201	399	437	phage	gene-PHIKZ110	206.0
gene-PA5424	4	4	1	0	3	1	host	gene-PA5424	2.1666666666666665
gene-PA1313	8	5	0	1	0	1	host	gene-PA1313	2.5
gene-PA3483	9	13	1	0	0	0	host	gene-PA3483	3.8333333333333335
gene-PA3475	2	8	0	0	0	0	host	pheC	1.6666666666666667
gene-PA4061	8	8	0	0	2	3	host	gene-PA4061	3.5
gene-PA3637	37	85	10	14	6	10	host	pyrG	27.0
gene-PA3250	7	7	2	1	1	1	host	gene-PA3250	3.1666666666666665
gene-PA0402	22	19	1	3	2	3	host	pyrB	8.333333333333334
gene-PA2770	4	9	1	0	0	0	host	gene-PA2770	2.3333333333333335
gene-PA0026	17	4	0	1	0	0	host	plcB	3.6666666666666665
gene-PA3158	14	55	51	53	40	34	host	wbpB	41.166666666666664
gene-PHIKZ018	0	1	1846	2352	688	725	phage	gene-PHIKZ018	935.3333333333334
gene-PA0777	6	5	0	0	1	0	host	gene-PA0777	2.0
gene-PA4019	2	10	0	0	0	0	host	gene-PA4019	2.0
gene-PA5108	1	9	2	2	1	2	host	gene-PA5108	2.8333333333333335
gene-PHIKZ193	1	1	1946	1921	4987	4803	phage	gene-PHIKZ193	2276.5
gene-PA4072	16	7	1	0	0	0	host	gene-PA4072	4.0
gene-PA1367	3	3	0	0	1	1	host	gene-PA1367	1.3333333333333333
gene-PA4535	9	3	1	1	1	0	host	gene-PA4535	2.5
gene-PA0995	2	1	0	1	3	1	host	ogt	1.3333333333333333
gene-PA4458	8	13	3	3	0	2	host	gene-PA4458	4.833333333333333
gene-PA0693	8	3	6	6	14	15	host	exbB2	8.666666666666666
gene-PA2232	5	8	1	0	0	2	host	pslB	2.6666666666666665
gene-PA0771	13	18	1	1	1	1	host	era	5.833333333333333
gene-PA1249	15	8	0	1	1	0	host	aprA	4.166666666666667
gene-PA3979	12	31	0	0	1	0	host	gene-PA3979	7.333333333333333
gene-PA3387	4	6	1	2	0	0	host	rhlG	2.1666666666666665
gene-PA3247	9	14	1	1	0	2	host	gene-PA3247	4.5
gene-PA3878	21	14	2	1	2	3	host	narX	7.166666666666667
gene-PA4776	10	3	2	2	1	0	host	pmrA	3.0
gene-PA0160	2	2	0	1	0	1	host	gene-PA0160	1.0
gene-PA4825	38	13	0	0	5	9	host	mgtA	10.833333333333334
gene-PA4774	17	21	0	0	1	2	host	gene-PA4774	6.833333333333333
gene-PA0119	20	9	5	6	34	30	host	gene-PA0119	17.333333333333332
gene-PA5054	24	23	6	7	2	4	host	hslU	11.0
gene-PA1125	10	5	0	0	0	0	host	gene-PA1125	2.5
gene-PA2163	5	4	2	2	0	2	host	gene-PA2163	2.5
gene-PHIKZ226	1	0	920	918	577	567	phage	gene-PHIKZ226	497.1666666666667
gene-PA1348	2	2	0	1	1	1	host	gene-PA1348	1.1666666666666667
gene-PA5348	15	35	1	1	6	6	host	gene-PA5348	10.666666666666666
gene-PA2961	5	7	0	1	2	2	host	holB	2.8333333333333335
gene-PA2919	3	1	0	0	0	0	host	gene-PA2919	0.6666666666666666
gene-PA5088	18	6	56	60	37	34	host	gene-PA5088	35.166666666666664
gene-PA0773	9	13	0	0	0	0	host	pdxJ	3.6666666666666665
gene-PA5322	44	51	36	52	54	50	host	algC	47.833333333333336
gene-PA5038	21	34	9	6	12	10	host	aroB	15.333333333333334
gene-PA2411	3	0	0	0	0	0	host	gene-PA2411	0.5
gene-PA0454	34	23	0	0	1	1	host	gene-PA0454	9.833333333333334
gene-PA2384	1	1	1	1	2	3	host	gene-PA2384	1.5
gene-PA4994	18	5	0	1	0	1	host	gene-PA4994	4.166666666666667
gene-PA3411	2	1	1	0	0	0	host	gene-PA3411	0.6666666666666666
gene-PA3403a	7	2	3	4	7	11	host	gene-PA3403a	5.666666666666667
gene-PA0347	14	9	0	0	1	0	host	glpQ	4.0
gene-PA2747a	2	8	0	0	0	0	host	gene-PA2747a	1.6666666666666667
gene-PA5098	13	4	0	0	0	0	host	hutH	2.8333333333333335
gene-PA5250	11	20	5	6	11	8	host	gene-PA5250	10.166666666666666
gene-PA2391	1	3	0	0	1	0	host	opmQ	0.8333333333333334
gene-PA2145	3	0	0	0	0	0	host	gene-PA2145	0.5
gene-PA2764	3	6	0	3	0	0	host	gene-PA2764	2.0
gene-PA0223	10	5	0	0	1	1	host	gene-PA0223	2.8333333333333335
gene-PA1361	6	10	0	0	0	0	host	gene-PA1361	2.6666666666666665
gene-PA4626	10	4	1	0	1	0	host	hprA	2.6666666666666665
gene-PA1796.4	45	240	2	2	6	3	host	gene-PA1796.4	49.666666666666664
gene-PA0752	20	9	0	0	1	1	host	gene-PA0752	5.166666666666667
gene-PA1416	3	4	0	0	0	0	host	gene-PA1416	1.1666666666666667
gene-PA2267	5	5	2	1	0	0	host	gene-PA2267	2.1666666666666665
gene-PA4594	4	4	0	0	0	0	host	gene-PA4594	1.3333333333333333
gene-PA3083	29	48	6	9	6	10	host	pepN	18.0
gene-PA0381	14	18	1	1	0	1	host	thiG	5.833333333333333
gene-PA0054	16	4	0	1	1	1	host	gene-PA0054	3.8333333333333335
gene-PA4663	4	6	2	9	3	4	host	moeB	4.666666666666667
gene-PA3168	34	109	40	58	81	58	host	gyrA	63.333333333333336
gene-PA1182	9	12	0	0	0	0	host	gene-PA1182	3.5
gene-PA2403	9	4	1	0	1	1	host	gene-PA2403	2.6666666666666665
gene-PA2866	3	7	0	1	0	1	host	mttC	2.0
gene-PA4365	0	1	24	50	44	117	host	gene-PA4365	39.333333333333336
gene-PA1323	0	4	1	0	1	0	host	gene-PA1323	1.0
gene-PA2904	4	9	0	0	1	2	host	cobI	2.6666666666666665
gene-PA1967	5	2	0	0	0	0	host	gene-PA1967	1.1666666666666667
gene-PA3596	4	4	0	0	0	0	host	gene-PA3596	1.3333333333333333
gene-PA1588	27	134	85	82	50	42	host	sucC	70.0
gene-PA1309	4	6	1	1	0	0	host	gene-PA1309	2.0
gene-PA3972	20	19	1	1	0	1	host	gene-PA3972	7.0
gene-PA3636	16	57	12	9	11	11	host	kdsA	19.333333333333332
gene-PA3360	9	6	0	0	0	0	host	gene-PA3360	2.5
gene-PA0628	10	6	5	3	3	4	host	gene-PA0628	5.166666666666667
gene-PA1904	9	2	0	1	0	0	host	phzF2	2.0
gene-PA4782	6	18	3	0	1	2	host	gene-PA4782	5.0
gene-PA2353	10	4	0	0	0	0	host	gene-PA2353	2.3333333333333335
gene-PA2556	4	4	0	0	2	0	host	gene-PA2556	1.6666666666666667
gene-PA4228	14	6	15	6	14	11	host	pchD	11.0
gene-PA1158	11	10	0	0	2	1	host	gene-PA1158	4.0
gene-PA3394	8	4	0	0	1	0	host	nosF	2.1666666666666665
gene-PHIKZ015	2	2	8215	8221	5265	8223	phage	gene-PHIKZ015	4988.0
gene-PA3179	16	38	0	0	0	1	host	gene-PA3179	9.166666666666666
gene-PA2085	1	1	0	0	0	0	host	gene-PA2085	0.3333333333333333
gene-PA4304	4	5	0	2	2	3	host	rcpA	2.6666666666666665
gene-PA0110	3	4	0	0	0	0	host	gene-PA0110	1.1666666666666667
gene-PA4856	47	37	8	6	5	3	host	retS	17.666666666666668
gene-PA1545	2	8	7	6	11	11	host	gene-PA1545	7.5
gene-PA5267	8	1	3	5	2	1	host	hcpB	3.3333333333333335
gene-PA5001	14	32	10	5	5	7	host	gene-PA5001	12.166666666666666
gene-PA5416	12	6	1	0	1	0	host	soxB	3.3333333333333335
gene-PA5060	7	14	13	10	32	24	host	phaF	16.666666666666668
gene-PA3756	19	12	20	25	19	20	host	gene-PA3756	19.166666666666668
gene-PA3354	5	6	0	1	0	3	host	gene-PA3354	2.5
gene-PA4145	11	5	0	0	0	0	host	gene-PA4145	2.6666666666666665
gene-PA3094	5	9	0	1	0	0	host	gene-PA3094	2.5
gene-PA4632	6	18	0	2	6	11	host	gene-PA4632	7.166666666666667
gene-PA1362	2	1	3	2	3	2	host	gene-PA1362	2.1666666666666665
gene-PHIKZ090	2	1	1089	1011	77602	77795	phage	gene-PHIKZ090	26250.0
gene-PA4199	18	6	0	0	0	0	host	gene-PA4199	4.0
gene-PA1635	1	0	0	0	0	0	host	kdpC	0.16666666666666666
gene-PA1766	13	30	3	4	3	1	host	gene-PA1766	9.0
gene-PA3992	15	11	3	4	11	10	host	gene-PA3992	9.0
gene-PA0626	4	3	3	13	7	14	host	gene-PA0626	7.333333333333333
gene-PA3886a	2	2	0	0	0	0	host	gene-PA3886a	0.6666666666666666
gene-PA5439	16	8	0	0	2	0	host	gene-PA5439	4.333333333333333
gene-PA3413	10	6	1	2	1	1	host	gene-PA3413	3.5
gene-PA5252a	8	12	1	3	4	4	host	gene-PA5252a	5.333333333333333
gene-PA2963	18	18	2	1	2	2	host	gene-PA2963	7.166666666666667
gene-PA4485	6	2	0	0	0	0	host	gene-PA4485	1.3333333333333333
gene-PA3201	7	14	11	8	5	5	host	gene-PA3201	8.333333333333334
gene-PA2637	13	65	42	39	39	31	host	nuoA	38.166666666666664
gene-PA1134	3	0	0	0	0	0	host	gene-PA1134	0.5
gene-PA0939	0	2	0	0	0	1	host	gene-PA0939	0.5
gene-PA0299	21	20	2	6	2	2	host	spuC	8.833333333333334
gene-PHIKZ_t06	1	0	14	11	159	155	phage	gene-PHIKZ_t06	56.666666666666664
gene-PA3350	15	19	3	2	0	2	host	gene-PA3350	6.833333333333333
gene-PA2274	1	1	0	0	0	0	host	gene-PA2274	0.3333333333333333
gene-PHIKZ057	0	0	2137	2171	920	908	phage	gene-PHIKZ057	1022.6666666666666
gene-PA3693	4	2	1	0	1	0	host	gene-PA3693	1.3333333333333333
gene-PA4547	11	12	0	0	0	0	host	pilR	3.8333333333333335
gene-PA1211	4	0	0	0	0	1	host	gene-PA1211	0.8333333333333334
gene-PA0483	4	0	0	0	0	0	host	gene-PA0483	0.6666666666666666
gene-PA2231	8	16	2	4	7	5	host	pslA	7.0
gene-PA3678	5	4	0	1	0	0	host	gene-PA3678	1.6666666666666667
gene-PA4901	15	6	14	12	17	12	host	mdlC	12.666666666666666
gene-PA4676	7	2	36	22	37	30	host	gene-PA4676	22.333333333333332
gene-PA5057	12	7	1	1	0	0	host	phaD	3.5
gene-PA1510	10	12	30	21	28	25	host	gene-PA1510	21.0
gene-PA3617	24	58	1	1	3	2	host	recA	14.833333333333334
gene-PA2734	8	36	43	54	33	39	host	gene-PA2734	35.5
gene-PA3197	5	11	0	0	0	0	host	gene-PA3197	2.6666666666666665
gene-PA1305	5	17	2	1	2	1	host	gene-PA1305	4.666666666666667
gene-PA4758.1	6	20	0	2	0	0	host	gene-PA4758.1	4.666666666666667
gene-PA1802	34	238	80	79	63	49	host	clpX	90.5
gene-PA2477	4	0	0	0	0	0	host	gene-PA2477	0.6666666666666666
gene-PA5295	16	28	2	0	1	1	host	gene-PA5295	8.0
gene-PA5496	10	7	2	3	2	1	host	nrdJb	4.166666666666667
gene-PA3861	17	37	4	2	3	2	host	rhl	10.833333333333334
gene-PA2593	1	1	0	0	0	0	host	qteE	0.3333333333333333
gene-PA2190	0	0	0	0	0	0	host	gene-PA2190	0.0
gene-PA4636	14	23	27	18	25	25	host	gene-PA4636	22.0
gene-PA0438	17	12	0	1	2	1	host	codB	5.5
gene-PA0229	26	11	1	2	1	2	host	pcaT	7.166666666666667
gene-PA0572	26	14	3	2	2	2	host	gene-PA0572	8.166666666666666
gene-PA0049	21	8	0	0	0	1	host	gene-PA0049	5.0
gene-PA2043	4	7	0	0	0	0	host	gene-PA2043	1.8333333333333333
gene-PA2868	2	1	0	0	2	2	host	gene-PA2868	1.1666666666666667
gene-PA1161	2	2	0	0	0	0	host	rrmA	0.6666666666666666
gene-PA2230	2	5	1	0	2	1	host	gene-PA2230	1.8333333333333333
gene-PA2573	11	3	0	0	0	0	host	gene-PA2573	2.3333333333333335
gene-PA4064	5	5	0	0	0	1	host	gene-PA4064	1.8333333333333333
gene-PA3713	22	18	3	2	4	2	host	spdH	8.5
gene-PA4197	15	14	1	1	0	0	host	bfiS	5.166666666666667
gene-PA4583	13	2	3	0	6	3	host	gene-PA4583	4.5
gene-PA4874	4	9	1	1	0	1	host	gene-PA4874	2.6666666666666665
gene-PA1796	12	41	4	4	6	7	host	folD	12.333333333333334
gene-PA0035	2	5	1	2	0	0	host	trpA	1.6666666666666667
gene-PA0310	11	14	4	5	4	7	host	gene-PA0310	7.5
gene-PA3687	28	15	1	0	2	1	host	ppc	7.833333333333333
gene-PHIKZ115	0	0	1946	1910	1930	1891	phage	gene-PHIKZ115	1279.5
gene-PA4948	12	25	0	0	0	0	host	gene-PA4948	6.166666666666667
gene-PA0429	22	33	2	2	2	1	host	gene-PA0429	10.333333333333334
gene-PA1311	5	2	0	0	0	0	host	phnX	1.1666666666666667
gene-PA0897	8	21	0	0	8	4	host	aruG	6.833333333333333
gene-PA5495	11	8	0	0	0	1	host	thrB	3.3333333333333335
gene-PHIKZ238	0	1	1882	2137	1185	1276	phage	gene-PHIKZ238	1080.1666666666667
gene-PA4335	1	2	0	0	0	0	host	gene-PA4335	0.5
gene-PA4867	7	3	4	5	1	6	host	ureB	4.333333333333333
gene-PA3239	5	6	0	1	2	0	host	gene-PA3239	2.3333333333333335
gene-PA4826	3	11	1	1	0	1	host	gene-PA4826	2.8333333333333335
gene-PA1002	3	0	0	0	0	0	host	phnB	0.5
gene-PA2445	19	7	0	1	0	0	host	gcvP2	4.5
gene-PHIKZ094	0	1	1780	1739	157082	158831	phage	gene-PHIKZ094	53238.833333333336
gene-PA0612	0	0	1	0	0	0	host	ptrB	0.16666666666666666
gene-PA0656	2	2	5	6	9	9	host	gene-PA0656	5.5
gene-PA0203	16	2	0	1	2	1	host	gene-PA0203	3.6666666666666665
gene-PHIKZ302	0	0	59	47	911	913	phage	gene-PHIKZ302	321.6666666666667
gene-PA0375	20	39	1	1	0	2	host	ftsX	10.5
gene-PA3941	3	5	0	1	0	0	host	gene-PA3941	1.5
gene-PA2150	2	2	1	0	0	1	host	gene-PA2150	1.0
gene-PA1925	5	1	0	0	0	0	host	gene-PA1925	1.0
gene-PA0204	20	7	1	0	2	1	host	gene-PA0204	5.166666666666667
gene-PA0964	23	90	4	9	9	9	host	pmpR	24.0
gene-PA0355	8	2	0	0	0	0	host	pfpI	1.6666666666666667
gene-PA1573	4	2	1	0	0	0	host	gene-PA1573	1.1666666666666667
gene-PA4363	8	4	0	2	4	6	host	iciA	4.0
gene-PA2527	13	15	3	0	7	6	host	gene-PA2527	7.333333333333333
gene-PA2971	75	378	133	133	122	118	host	gene-PA2971	159.83333333333334
gene-PA4778	4	7	2	0	1	4	host	cueR	3.0
gene-PA1107	11	5	0	1	4	1	host	gene-PA1107	3.6666666666666665
gene-PHIKZ227	1	0	3419	3379	5087	4829	phage	gene-PHIKZ227	2785.8333333333335
gene-PA3327	45	21	1	2	3	2	host	gene-PA3327	12.333333333333334
gene-PA2244	1	2	0	0	1	0	host	pslN	0.6666666666666666
gene-PA0852	10	14	0	0	0	2	host	cbpD	4.333333333333333
gene-PA2465	2	0	1	0	2	5	host	gene-PA2465	1.6666666666666667
gene-PA4705	6	3	11	12	10	29	host	gene-PA4705	11.833333333333334
gene-PA2924	4	4	0	0	1	1	host	hisQ	1.6666666666666667
gene-PA0041	118	46	115	118	100	94	host	gene-PA0041	98.5
gene-PA4785	15	7	3	19	10	14	host	gene-PA4785	11.333333333333334
gene-PA3980	20	34	4	0	1	2	host	gene-PA3980	10.166666666666666
gene-PA4025	17	1	0	0	0	1	host	gene-PA4025	3.1666666666666665
gene-PA4768	13	37	0	0	0	0	host	smpB	8.333333333333334
gene-PA0962	8	15	37	38	36	35	host	gene-PA0962	28.166666666666668
gene-PA2141	3	1	0	0	0	0	host	gene-PA2141	0.6666666666666666
gene-PA4175	18	9	0	0	0	0	host	piv	4.5
gene-PA2607	1	1	1	0	0	0	host	gene-PA2607	0.5
gene-PA1139	2	1	0	0	0	0	host	gene-PA1139	0.5
gene-PA0038	5	3	4	4	5	5	host	gene-PA0038	4.333333333333333
gene-PA4043	16	7	2	1	2	1	host	ispA	4.833333333333333
gene-PA4112	37	28	0	2	1	1	host	gene-PA4112	11.5
gene-PA4173	6	2	1	0	0	1	host	gene-PA4173	1.6666666666666667
gene-PA5304	19	11	8	14	16	30	host	dadA	16.333333333333332
gene-PA3047	12	7	24	18	14	17	host	gene-PA3047	15.333333333333334
gene-PA1570	6	9	1	17	0	31	host	gene-PA1570	10.666666666666666
gene-PA4105	6	5	0	0	0	1	host	gene-PA4105	2.0
gene-PA2825	1	5	0	0	1	2	host	ospR	1.5
gene-PA1728	2	2	2	2	1	2	host	gene-PA1728	1.8333333333333333
gene-PA1207	18	11	0	2	1	0	host	kefB	5.333333333333333
gene-PA5326	11	4	2	6	2	5	host	gene-PA5326	5.0
gene-PA1435	4	2	0	0	0	1	host	gene-PA1435	1.1666666666666667
gene-PA3828	15	34	6	5	10	3	host	gene-PA3828	12.166666666666666
gene-PA2093	0	0	0	0	0	0	host	gene-PA2093	0.0
gene-PA0671	3	11	50	84	168	135	host	gene-PA0671	75.16666666666667
gene-PHIKZ_p91	1	0	1	4	7	5	phage	gene-PHIKZ_p91	3.0
gene-PHIKZ251	0	0	942	981	517	513	phage	gene-PHIKZ251	492.1666666666667
gene-PA3654	11	71	9	11	8	13	host	pyrH	20.5
gene-PA1408	14	6	0	0	0	4	host	gene-PA1408	4.0
gene-PA4429	19	83	33	37	24	22	host	gene-PA4429	36.333333333333336
gene-PA4079	11	19	0	0	0	0	host	gene-PA4079	5.0
gene-PHIKZ_p36	0	0	343	337	232	234	phage	gene-PHIKZ_p36	191.0
gene-PA5399	9	3	2	3	2	2	host	dgcB	3.5
gene-PA1977	4	2	0	1	0	0	host	gene-PA1977	1.1666666666666667
gene-PA0882	9	2	0	0	0	0	host	gene-PA0882	1.8333333333333333
gene-PA1154	5	2	1	0	1	1	host	gene-PA1154	1.6666666666666667
gene-PA1679	6	4	0	0	1	0	host	gene-PA1679	1.8333333333333333
gene-PA4331	4	7	0	0	0	0	host	gene-PA4331	1.8333333333333333
gene-PA4934	13	71	18	24	23	24	host	rpsR	28.833333333333332
gene-PA0091	31	10	0	1	2	1	host	vgrG1	7.5
gene-PA2883	1	2	3	3	0	0	host	gene-PA2883	1.5
gene-PA4027	16	1	4	6	9	10	host	gene-PA4027	7.666666666666667
gene-PA2378	18	19	0	1	1	0	host	gene-PA2378	6.5
gene-PA5470	11	4	0	0	0	0	host	gene-PA5470	2.5
gene-PA4281	12	10	157	208	267	297	host	sbcD	158.5
gene-PA2641	8	26	2	1	0	1	host	nuoF	6.333333333333333
gene-PA4190	9	6	0	0	0	0	host	pqsL	2.5
gene-PA0327	15	4	0	0	0	1	host	gene-PA0327	3.3333333333333335
gene-PA3353	12	13	0	1	0	1	host	gene-PA3353	4.5
gene-PA4791	6	4	1	3	2	3	host	gene-PA4791	3.1666666666666665
gene-PA4484	16	33	9	8	0	2	host	gatB	11.333333333333334
gene-PA1584	13	43	32	28	28	25	host	sdhB	28.166666666666668
gene-PA2294	2	2	0	0	0	0	host	gene-PA2294	0.6666666666666666
gene-PA0365	8	3	0	0	0	0	host	gene-PA0365	1.8333333333333333
gene-PHIKZ_p42	0	0	88	87	931	998	phage	gene-PHIKZ_p42	350.6666666666667
gene-PA4054	14	20	3	3	7	6	host	ribB	8.833333333333334
gene-PA1705	3	16	0	0	0	0	host	pcrG	3.1666666666666665
gene-PA1923	19	4	1	1	4	0	host	gene-PA1923	4.833333333333333
gene-PA0532	8	5	0	0	0	0	host	gene-PA0532	2.1666666666666665
gene-PHIKZ266	1	0	411	410	712	637	phage	gene-PHIKZ266	361.8333333333333
gene-PA1019	8	6	0	0	0	0	host	mucK	2.3333333333333335
gene-PA3005	7	13	4	2	4	3	host	nagZ	5.5
gene-PA0708	3	6	1	1	2	1	host	gene-PA0708	2.3333333333333335
gene-PA5489	10	27	6	5	3	1	host	dsbA	8.666666666666666
gene-PA0169	8	4	0	0	0	0	host	gene-PA0169	2.0
gene-PA4147	16	7	0	0	0	3	host	acoR	4.333333333333333
gene-PA0398	9	8	2	2	9	6	host	gene-PA0398	6.0
gene-PA1514	2	1	5	4	0	2	host	gene-PA1514	2.3333333333333335
gene-PA1062	4	4	0	1	1	7	host	gene-PA1062	2.8333333333333335
gene-PA2262	8	3	0	1	0	0	host	gene-PA2262	2.0
gene-PA3447	7	2	0	0	0	0	host	gene-PA3447	1.5
gene-PA4690a	8	6	27	31	57	51	host	gene-PA4690a	30.0
gene-PA5121	29	19	0	1	0	0	host	gene-PA5121	8.166666666666666
gene-PA0833	6	11	28	20	44	39	host	gene-PA0833	24.666666666666668
gene-PA1508	1	0	0	0	0	0	host	gene-PA1508	0.16666666666666666
gene-PA0307	11	10	0	0	0	0	host	gene-PA0307	3.5
gene-PA2640	4	12	2	5	3	6	host	nuoE	5.333333333333333
gene-PHIKZ248	0	0	918	874	447	465	phage	gene-PHIKZ248	450.6666666666667
gene-PA0985	6	9	19	19	37	32	host	pyoS5	20.333333333333332
gene-PHIKZ265	0	0	1698	1779	1996	2042	phage	gene-PHIKZ265	1252.5
gene-PA5081	9	1	0	0	0	0	host	gene-PA5081	1.6666666666666667
gene-PA1419	10	6	1	0	1	0	host	gene-PA1419	3.0
gene-PA1675	6	13	1	1	1	1	host	gene-PA1675	3.8333333333333335
gene-PA3484	17	4	0	0	0	0	host	gene-PA3484	3.5
gene-PA0614	5	0	0	0	0	0	host	gene-PA0614	0.8333333333333334
gene-PA4114	7	8	1	2	0	0	host	gene-PA4114	3.0
gene-PA0237	11	2	0	0	0	0	host	gene-PA0237	2.1666666666666665
gene-PA1421	7	2	2	5	3	2	host	gbuA	3.5
gene-PA3880	5	2	0	0	0	0	host	gene-PA3880	1.1666666666666667
gene-PA1600	7	5	0	0	0	0	host	gene-PA1600	2.0
gene-PA2366	9	5	0	0	0	0	host	gene-PA2366	2.3333333333333335
gene-PHIKZ087	0	1	751	769	42459	45077	phage	gene-PHIKZ087	14842.833333333334
gene-PA1540	2	1	0	0	0	0	host	gene-PA1540	0.5
gene-PA0485	10	3	2	1	5	0	host	gene-PA0485	3.5
gene-PA4873	12	13	1	1	0	0	host	gene-PA4873	4.5
gene-PA2892	5	1	0	0	0	0	host	atuG	1.0
gene-PHIKZ008	1	1	3213	3949	1509	1459	phage	gene-PHIKZ008	1688.6666666666667
gene-PA0736	8	2	0	1	0	0	host	gene-PA0736	1.8333333333333333
gene-PHIKZ214	0	0	5499	5203	9988	12655	phage	gene-PHIKZ214	5557.5
gene-PA0580	13	28	2	1	7	8	host	gcp	9.833333333333334
gene-PA3223	9	5	0	0	0	0	host	azoR3	2.3333333333333335
gene-PA2894	4	6	0	0	0	0	host	gene-PA2894	1.6666666666666667
gene-PA2096	5	3	6	1	14	7	host	gene-PA2096	6.0
gene-PA5094	8	5	0	0	0	0	host	gene-PA5094	2.1666666666666665
gene-PA2115	3	0	0	0	0	0	host	gene-PA2115	0.5
gene-PA0621	6	8	28	26	28	31	host	gene-PA0621	21.166666666666668
gene-PA3764	24	42	1	1	2	2	host	gene-PA3764	12.0
gene-PA0970	8	15	41	39	26	29	host	tolR	26.333333333333332
gene-PA5276	3	9	1	0	1	3	host	lppL	2.8333333333333335
gene-PA2066	5	0	0	0	0	0	host	gene-PA2066	0.8333333333333334
gene-PA3988	5	15	5	3	1	1	host	gene-PA3988	5.0
gene-PA0176	19	20	0	0	7	4	host	aer2	8.333333333333334
gene-PA5467	8	1	0	0	0	0	host	gene-PA5467	1.5
gene-PA1306	4	8	0	0	0	0	host	gene-PA1306	2.0
gene-PA0928	27	32	3	3	10	9	host	gacS	14.0
gene-PA2205	2	3	0	0	1	0	host	gene-PA2205	1.0
gene-PA3426	9	5	1	0	0	0	host	gene-PA3426	2.5
gene-PA1938	1	2	10	13	15	15	host	gene-PA1938	9.333333333333334
gene-PHIKZ007	0	0	4614	4066	1850	1766	phage	gene-PHIKZ007	2049.3333333333335
gene-PA4679	3	2	3	4	4	2	host	gene-PA4679	3.0
gene-PA0354	14	14	0	0	2	0	host	gene-PA0354	5.0
gene-PHIKZ085	2	0	48	53	3325	3852	phage	gene-PHIKZ085	1213.3333333333333
gene-PA2628	2	5	0	0	1	0	host	gene-PA2628	1.3333333333333333
gene-PA3816	7	22	1	4	0	1	host	cysE	5.833333333333333
gene-PA1929	4	2	0	0	0	0	host	gene-PA1929	1.0
gene-PA0174	9	7	1	0	3	2	host	gene-PA0174	3.6666666666666665
gene-PA0330	18	6	0	0	0	1	host	rpiA	4.166666666666667
gene-PHIKZ184	0	1	2087	2028	48182	49483	phage	gene-PHIKZ184	16963.5
gene-PA0796	6	8	0	0	1	0	host	prpB	2.5
gene-PA4537	0	3	4	3	3	1	host	gene-PA4537	2.3333333333333335
gene-PA4857	8	2	0	0	1	0	host	gene-PA4857	1.8333333333333333
gene-PA4277.1	21	489	39	18	15	17	host	gene-PA4277.1	99.83333333333333
gene-PHIKZ270	1	0	2822	2731	1374	1364	phage	gene-PHIKZ270	1382.0
gene-PA3500	11	8	0	1	0	1	host	gene-PA3500	3.5
gene-PA1664	0	0	0	0	1	0	host	gene-PA1664	0.16666666666666666
gene-PA2612	9	12	0	0	0	1	host	serS	3.6666666666666665
gene-PA4233	20	25	8	8	6	5	host	gene-PA4233	12.0
gene-PA1256	8	9	0	0	0	0	host	gene-PA1256	2.8333333333333335
gene-PA3950	21	14	1	0	0	3	host	gene-PA3950	6.5
gene-PA2116	2	6	0	0	1	0	host	gene-PA2116	1.5
gene-PA0902	11	15	0	1	1	0	host	gene-PA0902	4.666666666666667
gene-PA1048	6	24	6	4	12	6	host	gene-PA1048	9.666666666666666
gene-PA2806	2	7	6	8	6	10	host	gene-PA2806	6.5
gene-PA3473	8	10	1	0	1	0	host	gene-PA3473	3.3333333333333335
gene-PA2261	2	1	0	0	0	0	host	gene-PA2261	0.5
gene-PA1552.1	6	11	42	25	32	34	host	ccoQ1	25.0
gene-PA0989	3	6	1	0	1	1	host	gene-PA0989	2.0
gene-PA2199	9	8	0	0	0	0	host	gene-PA2199	2.8333333333333335
gene-PA0420	21	38	2	3	2	6	host	bioA	12.0
gene-PA0672	5	10	143	107	247	203	host	hemO	119.16666666666667
gene-PA3444	13	6	0	0	3	0	host	gene-PA3444	3.6666666666666665
gene-PA0512	4	1	0	1	0	0	host	gene-PA0512	1.0
gene-PA5026	5	2	0	0	0	0	host	gene-PA5026	1.1666666666666667
gene-PHIKZ_p35	0	0	2517	2470	2867	2848	phage	gene-PHIKZ_p35	1783.6666666666667
gene-PA1471	4	1	1	0	0	1	host	gene-PA1471	1.1666666666666667
gene-PA3276	5	9	0	0	1	1	host	gene-PA3276	2.6666666666666665
gene-PA4811	11	6	1	3	1	1	host	fdnH	3.8333333333333335
gene-PA5344	19	25	5	6	9	11	host	oxyR	12.5
gene-PA1153	6	3	1	0	3	3	host	gene-PA1153	2.6666666666666665
gene-PA3839	8	10	0	0	1	0	host	gene-PA3839	3.1666666666666665
gene-PA3607	19	27	7	3	1	2	host	potA	9.833333333333334
gene-PA4683	8	7	10	8	14	16	host	gene-PA4683	10.5
gene-PA2430	10	1	0	0	0	0	host	gene-PA2430	1.8333333333333333
gene-PA3810	17	54	3	1	7	3	host	hscA	14.166666666666666
